block_id,run_id,method,valid,run_order,trace_hash,config_hash,model_hashes,policy_hash,start_utc,end_utc,duration_s,energy_j,mean_power_w,preceding_idle_power_w,tn,fp,fn,tp,f1,recall,fpr,balanced_accuracy,escalation_fraction,scheduler_latency_mean_ms,scheduler_latency_p50_ms,scheduler_latency_p95_ms,detector_latency_mean_ms,detector_latency_p95_ms,end_to_end_completion_mean_s,end_to_end_completion_p95_s,final_queue_backlog_rows,max_temperature_c,mean_temperature_c,throttle,undervoltage,missing_samples,missing_windows,failure_reason,replacement_for
7,r1v2-b07-p2-Static-LightLR,Static-LightLR,true,2,50607cd4ee6d437f0482a307ebe0bd40876941cc4f38f212c5ebcaf298e43b3a,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788893531.3270369,1788894031.2752268,499.9997387914991,1361.8986784294577,2.7237987798177072,2.6788704524651905,32348,452,548,16652,0.9708488805970148,0.968139534883721,0.013780487804878049,0.9771795235394214,,0.010637586000000001,0.010611,0.011334849999999997,1.4030158240000001,1.4553756,0.008370243302517337,0.008574965515254006,0,33.589,31.486134,false,false,0,0,,
7,r1v2-b07-p3-Static-MedRF,Static-MedRF,true,3,50607cd4ee6d437f0482a307ebe0bd40876941cc4f38f212c5ebcaf298e43b3a,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788894118.2250812,1788894618.217943,499.99187485400034,1370.5009457947076,2.7410464343943577,2.6795601862764817,32294,506,65,17135,0.9836112625929221,0.9962209302325581,0.015426829268292683,0.9903970504821327,,0.01072813,0.010685,0.011351,33.233602334000004,38.780169699999995,0.040179679478424074,0.045669472517329265,0,33.102,31.539704,false,false,0,0,,
7,r1v2-b07-p4-ConfidenceCascade_0p3_0p7,ConfidenceCascade_0p3_0p7,true,4,50607cd4ee6d437f0482a307ebe0bd40876941cc4f38f212c5ebcaf298e43b3a,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788894705.06455,1788895205.060531,499.99491877049877,1368.0462937416316,2.736120393194585,2.6755438882725535,32338,462,101,17099,0.9838036880411956,0.9941279069767441,0.014085365853658537,0.9900212705615428,0.01338,0.010206042,0.010185,0.01090705,22.100057594000003,34.3889596,0.029064503048735788,0.04133943890574301,0,33.589,31.566002,false,false,0,0,,
8,r1v2-b08-p1-Tabular-Q,Tabular-Q,true,1,04fb5b68be502480a6b7a9fe1fc9a1542266c30e1596e4b574a17789cbbab5c8,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,1788895291.81464,1788895791.8676631,500.0003338335009,1362.958089655238,2.725914359307408,2.673380996864638,32339,461,549,16651,0.9705642340871997,0.9680813953488372,0.014054878048780488,0.9770132586500284,,0.11798773399999998,0.117674,0.12050074999999999,1.481258908,1.56206735,0.008469416582207486,0.008675549593681353,0,33.589,31.413083999999998,false,false,0,0,,
8,r1v2-b08-p2-Static-MedRF,Static-MedRF,true,2,04fb5b68be502480a6b7a9fe1fc9a1542266c30e1596e4b574a17789cbbab5c8,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788895878.81468,1788896378.818775,499.9954798539984,1371.6366941436256,2.743298188503927,2.6796436100100953,32283,517,58,17142,0.9835049771938381,0.9966279069767442,0.01576219512195122,0.9904328559273965,,0.010921514,0.010898,0.0116309,31.156922278,38.5532655,0.03815755117845401,0.04555307207119767,0,33.102,31.498796000000002,false,false,0,0,,
8,r1v2-b08-p3-ConfidenceCascade_0p3_0p7,ConfidenceCascade_0p3_0p7,true,3,04fb5b68be502480a6b7a9fe1fc9a1542266c30e1596e4b574a17789cbbab5c8,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788896465.780826,1788896965.788325,499.99868383300054,1368.983253383627,2.73797371402855,2.674054162205695,32337,463,112,17088,0.9834537135621997,0.9934883720930232,0.014115853658536586,0.9896862592172433,0.01264,0.010147713999999999,0.010111,0.0108159,21.960051876,34.243593399999995,0.028941476057501858,0.041317547039943746,0,33.102,31.411136,false,false,0,0,,
8,r1v2-b08-p4-Static-LightLR,Static-LightLR,true,4,04fb5b68be502480a6b7a9fe1fc9a1542266c30e1596e4b574a17789cbbab5c8,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788897052.5170949,1788897552.528791,500.0026512715049,1359.0619232005888,2.7181094335090012,2.673706809308219,32339,461,549,16651,0.9705642340871997,0.9680813953488372,0.014054878048780488,0.9770132586500284,,0.010062014,0.010037,0.0107049,1.494530094,1.539672,0.008432353187236003,0.008542979022604412,0,33.102,31.302048000000003,false,false,0,0,,
9,r1v2-b09-p1-ConfidenceCascade_0p3_0p7,ConfidenceCascade_0p3_0p7,true,1,e3bc54a1d0593e56f27ec70369bef784d00dd8edd2ace2f59037beda2ab62c39,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788897639.608416,1788898139.619875,500.002659583497,1367.5882966898753,2.7351620445960796,2.676862952539563,32357,443,95,17105,0.9845170945090366,0.9944767441860465,0.01350609756097561,0.9904853233125355,0.01286,0.010195354,0.01024,0.01092505,21.464685346,32.6542885,0.028426528615811547,0.039729481378708444,0,33.589,31.34393,false,false,0,0,,
9,r1v2-b09-p2-Static-LightLR,Static-LightLR,true,2,e3bc54a1d0593e56f27ec70369bef784d00dd8edd2ace2f59037beda2ab62c39,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788898226.7318249,1788898726.735161,499.9941061874961,1359.4609538686702,2.718953957747008,2.6744507878712978,32359,441,537,16663,0.9714902052238806,0.9687790697674419,0.013445121951219512,0.9776669739081112,,0.010318314,0.010277,0.010981,1.486316616,1.5460995,0.00841572480823379,0.008534531787154265,0,33.102,31.161792000000002,false,false,0,0,,
9,r1v2-b09-p3-Tabular-Q,Tabular-Q,true,3,e3bc54a1d0593e56f27ec70369bef784d00dd8edd2ace2f59037beda2ab62c39,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,1788898813.7110982,1788899313.71428,499.99447520800095,1358.5804224307267,2.7171908686901958,2.6968862848258515,32359,441,537,16663,0.9714902052238806,0.9687790697674419,0.013445121951219512,0.9776669739081112,,0.121313364,0.121192,0.12375885,1.394934708,1.4361012999999998,0.008442229577653051,0.008599185493221738,0,32.615,31.153026,false,false,0,0,,
9,r1v2-b09-p4-Static-MedRF,Static-MedRF,true,4,e3bc54a1d0593e56f27ec70369bef784d00dd8edd2ace2f59037beda2ab62c39,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788899400.6442811,1788899900.654853,500.00885131200266,1366.863052486111,2.73367771170354,2.674809008313,32315,485,44,17156,0.9848167388995723,0.9974418604651163,0.014786585365853658,0.9913276375496314,,0.010677846,0.010648,0.011334849999999997,33.430067460000004,38.551963050000005,0.040346008519751196,0.04537310334217182,0,33.102,31.191011999999997,false,false,0,0,,
10,r1v2-b10-p1-ConfidenceCascade_0p3_0p7,ConfidenceCascade_0p3_0p7,true,1,e2c7d994cc90d14d2d7b00f97457104164810bfd9e0421737b79d2ced01e9575,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788899987.623372,1788900487.621921,499.9972673955017,1367.7106871220801,2.735436323975368,2.69493706854462,32352,448,101,17099,0.9842000748266037,0.9941279069767441,0.013658536585365854,0.9902346851956891,0.0133,0.009633570000000001,0.009656999999999999,0.010333,21.514135642,32.5770238,0.0284645349666971,0.04069343684968771,0,33.102,31.238737999999998,false,false,0,0,,
10,r1v2-b10-p2-Tabular-Q,Tabular-Q,true,2,e2c7d994cc90d14d2d7b00f97457104164810bfd9e0421737b79d2ced01e9575,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,1788900574.521962,1788901074.522731,499.9994203540009,1358.9893740951752,2.717981899125017,2.6758315598759883,32347,453,556,16644,0.9705805172464064,0.9676744186046512,0.013810975609756098,0.9769317214974476,,0.12255523600000001,0.122396,0.12518479999999998,1.3940759539999998,1.4388899,0.008385578570116195,0.00851253952459956,0,32.615,31.050756,false,false,0,0,,
10,r1v2-b10-p3-Static-LightLR,Static-LightLR,true,3,e2c7d994cc90d14d2d7b00f97457104164810bfd9e0421737b79d2ced01e9575,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788901161.688401,1788901661.6995149,500.00950206250127,1358.6347550383832,2.717217871728673,2.6755513649394813,32347,453,556,16644,0.9705805172464064,0.9676744186046512,0.013810975609756098,0.9769317214974476,,0.01059319,0.010537,0.011278,1.49070685,1.5696809,0.008406508755419054,0.008754039551058667,0,32.615,30.948486,false,false,0,0,,
10,r1v2-b10-p4-Static-MedRF,Static-MedRF,true,4,e2c7d994cc90d14d2d7b00f97457104164810bfd9e0421737b79d2ced01e9575,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788901748.643053,1788902248.6452658,500.00051650000023,1364.8657103907044,2.7297286009717627,2.676209960372934,32310,490,64,17136,0.9840923447998622,0.9962790697674418,0.014939024390243902,0.9906700226885989,,0.010867532000000001,0.0108425,0.011519849999999998,32.538845334,38.805005249999994,0.03953532978566363,0.045780849818402206,0,32.615,31.078028000000007,false,false,0,0,,
